ice0: .word 8, 16
.byte 110,110,110,110,255,110,110,110,
110,110,110,110,255,110,110,110,
110,110,110,110,255,110,110,110,
110,110,110,110,255,110,110,110,
110,110,255,110,255,110,255,110,
110,110,110,255,255,255,110,110,
110,255,255,255,255,255,255,255,
110,110,110,255,255,255,110,110,
110,110,255,167,255,110,255,110,
110,110,110,167,255,110,110,110,
110,110,110,110,255,110,110,110,
110,110,110,110,255,110,110,110,
110,110,110,110,255,110,110,110,
110,110,110,110,110,110,110,110,
110,110,110,110,110,110,110,110,
110,110,110,110,110,110,110,110,


