kirbyFireAtt0: .word 16, 16
.byte 199,199,199,199,199,0,0,0,0,0,0,199,199,199,199,199,
199,199,199,0,0,103,183,183,183,183,103,0,0,199,199,199,
199,199,0,103,183,183,183,183,183,183,183,183,103,0,199,199,
199,0,0,0,183,183,183,183,183,183,183,0,183,183,0,199,
0,103,183,183,103,183,183,183,183,183,183,183,0,183,103,0,
0,183,183,183,183,183,183,183,183,183,183,183,0,183,183,0,
0,183,183,183,183,183,183,183,183,183,103,183,183,183,0,0,
0,103,183,183,183,183,183,183,183,183,183,183,183,103,0,199,
199,0,0,103,183,183,183,183,183,183,183,183,183,0,199,199,
199,199,0,183,183,183,183,183,183,183,183,183,183,0,199,199,
199,0,0,103,183,183,183,183,183,183,183,183,183,0,199,199,
199,0,103,0,103,183,183,183,183,183,183,183,183,103,0,199,
199,0,103,103,0,0,103,183,183,183,183,103,0,0,0,199,
199,199,0,103,103,103,0,0,0,0,0,0,199,199,199,199,
199,199,199,0,103,103,103,0,103,103,103,103,0,199,199,199,
199,199,199,199,0,0,0,199,0,0,0,0,0,199,199,199,


