mapa30x30dddd: .word 30, 30
.half 0, 0
.byte 
244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,
244,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,244,
244,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,244,
244,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,244,
244,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,244,
244,184,184,184,184,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,184,184,184,184,244,
244,184,184,184,184,244,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,244,184,184,184,184,244,
244,184,184,184,184,244,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,244,184,184,184,184,244,
244,184,184,184,184,244,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,244,184,184,184,184,244,
244,184,184,184,184,244,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,244,184,184,184,184,244,
244,184,184,184,184,244,184,184,184,184,244,244,244,244,244,244,244,244,244,244,184,184,184,184,244,184,184,184,184,244,
244,184,184,184,184,244,184,184,184,184,244,184,184,184,184,184,184,184,184,244,184,184,184,184,244,184,184,184,184,244,
244,184,184,184,184,244,184,184,184,184,244,184,184,184,184,184,184,184,184,244,184,184,184,184,244,184,184,184,184,244,
244,184,184,184,184,244,184,184,184,184,244,184,184,184,184,184,184,184,184,244,184,184,184,184,244,184,184,184,184,244,
244,184,184,184,184,244,184,184,184,184,244,184,184,184,184,184,184,184,184,244,184,184,184,184,244,184,184,184,184,244,
244,184,184,184,184,244,184,184,184,184,244,184,184,184,184,184,184,184,184,244,184,184,184,184,244,184,184,184,184,244,
244,184,184,184,184,244,184,184,184,184,244,184,184,184,184,184,184,184,184,244,184,184,184,184,244,184,184,184,184,244,
244,184,184,184,184,244,184,184,184,184,244,184,184,184,184,184,184,184,184,244,184,184,184,184,244,184,184,184,184,244,
244,184,184,184,184,244,184,184,184,184,244,184,184,184,184,184,184,184,184,244,184,184,184,184,244,184,184,184,184,244,
244,184,184,184,184,244,184,184,184,184,244,244,244,244,244,244,244,244,244,244,184,184,184,184,244,184,184,184,184,244,
244,184,184,184,184,244,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,244,184,184,184,184,244,
244,184,184,184,184,244,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,244,184,184,184,184,244,
244,184,184,184,184,244,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,244,184,184,184,184,244,
244,184,184,184,184,244,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,244,184,184,184,184,244,
244,184,184,184,184,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,184,184,184,184,244,
244,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,244,
244,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,244,
244,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,244,
244,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,244,
244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,

