hubReducedGrid: .word 32, 23, 0
.byte 0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,
1,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,0,
0,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,1,
1,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,0,
0,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,2,3,4,18,1,
1,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,0,
0,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,1,
1,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,5,0,
0,19,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,6,1,
1,7,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,2,3,3,3,4,6,0,
0,8,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,6,1,
1,8,18,18,18,18,18,18,18,18,18,18,18,18,9,10,11,18,18,18,18,18,18,18,18,18,18,18,18,5,12,0,
0,8,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,6,13,1,
1,8,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,19,19,18,18,19,19,18,18,18,18,18,5,12,13,0,
0,8,19,18,18,18,18,18,18,18,18,18,18,18,18,18,18,5,14,14,14,14,7,18,18,18,18,18,6,13,17,1,
1,15,7,18,18,18,18,18,18,9,10,11,18,18,18,19,19,6,13,13,13,13,8,18,18,18,18,18,6,13,13,0,
0,13,16,18,18,18,18,18,18,18,18,18,18,18,2,3,3,6,13,17,13,13,16,19,18,19,19,19,6,13,13,1,
1,17,8,19,19,19,19,19,19,19,19,18,18,18,18,18,18,6,13,13,13,13,8,14,14,14,14,14,12,13,17,0,
0,13,15,14,14,14,14,14,14,14,7,19,19,18,18,18,18,6,13,13,13,17,16,13,17,13,13,13,13,13,13,1,
1,13,13,13,13,13,13,17,13,13,15,14,7,19,18,18,19,6,17,13,13,13,8,13,13,13,13,13,13,13,13,0,
0,13,13,13,13,17,13,13,13,13,13,13,8,14,14,14,14,6,13,13,13,17,16,13,13,13,13,13,13,17,13,1,
1,13,17,13,13,13,13,13,17,13,13,13,8,17,13,17,13,6,13,17,13,13,8,13,17,0,1,0,1,0,1,0,
0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,




stage1: .word 17, 23, 0
.byte 
67,63,64,64,64,64,64,64,64,64,64,64,64,64,64,65,67,
67,66,9,13,14,13,14,13,14,10,9,13,16,16,14,62,67,
67,66,13,16,16,16,16,16,16,14,13,16,16,16,16,62,67,
67,66,20,19,20,16,19,21,20,19,20,16,16,16,16,62,67,
67,66,0,0,0,21,0,0,0,0,0,20,19,20,19,62,67,
67,66,33,33,33,33,33,33,33,33,33,33,33,61,33,62,67,
67,66,35,35,35,35,35,35,35,35,35,35,35,48,35,62,67,
104,108,109,108,109,108,109,102,102,102,108,109,108,109,108,109,104,
16,79,74,62,67,74,81,16,16,16,74,62,74,63,64,81,16,
20,19,79,65,67,80,16,16,19,20,79,62,80,66,81,20,19,
0,0,0,62,67,66,19,21,0,78,64,65,67,66,0,39,41,
39,41,39,62,67,66,39,41,39,41,39,62,67,66,39,46,47,
47,46,47,62,67,66,42,46,47,42,46,62,67,66,46,48,48,
48,48,50,62,67,63,64,83,48,47,51,62,67,63,83,48,48,
51,50,42,62,67,66,51,48,48,48,47,62,67,66,46,48,50,
42,42,46,62,67,66,46,48,50,51,50,62,67,66,51,50,42,
42,42,78,65,67,66,51,50,42,78,64,65,67,66,42,42,42,
54,54,54,62,67,66,54,54,54,54,54,62,67,66,54,54,54,
33,33,33,62,67,66,33,33,33,33,33,62,67,66,33,33,33,
111,38,34,62,67,66,34,37,116,38,34,62,67,66,34,37,110,
117,115,107,107,107,107,107,112,118,115,107,107,107,107,107,112,118,
113,113,74,113,113,74,87,113,113,113,74,113,113,78,87,113,113,
113,97,75,113,113,75,75,87,113,97,75,113,113,74,75,87,113,


stage2: .word 64, 15, 0
.byte 1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
7,6,72,73,88,76,9,6,7,9,6,6,9,29,29,22,0,0,0,0,0,0,72,76,0,0,0,0,0,62,66,0,39,40,41,39,0,0,0,0,39,41,39,41,0,0,0,23,22,23,9,6,7,29,6,9,7,72,73,88,76,9,6,7,
6,9,62,67,67,66,6,9,6,7,22,23,22,0,0,0,0,0,0,0,0,0,62,66,0,0,0,39,40,62,66,40,42,42,42,42,71,40,0,0,42,42,42,42,40,0,0,40,41,0,23,29,22,0,23,29,9,62,67,67,66,7,29,22,
22,78,93,67,67,66,6,6,29,22,0,0,0,72,76,0,0,0,0,0,0,0,62,66,39,41,39,42,59,62,66,42,42,42,42,59,75,42,72,76,42,42,42,42,59,72,76,42,42,41,39,41,0,0,0,0,23,62,67,67,66,22,0,39,
0,0,62,67,67,66,29,22,71,0,0,0,0,62,66,0,0,71,0,0,39,41,62,66,60,42,42,42,42,62,66,42,59,60,42,42,75,42,62,66,42,59,60,42,42,62,66,42,42,59,60,42,40,71,41,0,0,62,82,67,66,39,40,42,
39,40,62,67,67,66,39,41,75,39,40,41,39,62,66,40,41,75,39,40,59,60,62,66,42,59,60,42,42,62,66,42,42,42,42,42,75,60,62,66,42,42,42,42,42,62,66,60,42,42,42,42,59,75,42,40,41,62,0,67,66,42,42,59,
54,54,62,67,67,66,54,54,75,54,54,54,54,62,66,54,54,75,54,54,54,54,62,66,54,54,54,54,54,62,66,54,54,54,54,54,75,54,62,66,54,54,54,54,54,62,66,54,54,54,54,54,54,75,54,54,54,103,107,105,66,54,54,54,
33,33,62,67,74,66,33,33,75,33,33,33,33,62,66,33,33,75,33,33,33,33,62,66,33,33,33,33,33,62,66,33,33,33,33,33,75,33,62,66,33,33,33,33,33,62,66,33,33,33,33,33,33,75,33,33,97,65,67,74,66,74,33,33,
34,97,65,67,75,98,87,36,34,34,34,34,34,84,86,34,34,36,34,34,34,34,84,86,34,34,34,34,34,84,86,37,110,107,107,107,107,107,107,107,111,38,34,34,34,84,86,34,34,34,34,34,34,34,34,97,75,62,67,75,66,75,87,34,
97,75,62,67,75,66,75,87,35,35,35,35,35,35,35,35,35,35,35,35,103,107,107,107,107,107,107,107,107,107,107,112,74,113,74,114,74,114,74,114,74,115,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,
103,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,105,74,114,74,113,74,113,74,113,74,113,75,114,75,113,75,113,75,113,75,113,74,113,74,113,74,113,74,113,74,113,74,113,74,113,74,113,74,113,74,113,74,113,
74,113,74,113,74,113,74,113,74,113,74,113,74,113,74,113,74,113,74,113,74,113,75,113,75,113,75,113,75,113,75,113,75,113,75,113,75,113,75,113,75,113,75,113,75,113,75,113,75,113,75,113,75,113,75,113,75,113,75,113,75,113,75,113,
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,


stage3: .word 17, 35, 0
.byte 
5,6,6,7,62,63,64,64,64,64,64,64,65,66,8,9,6,
5,7,9,6,62,66,68,68,68,68,68,68,62,66,6,8,6,
5,6,6,7,62,66,68,68,68,68,68,68,62,66,7,6,9,
5,7,6,6,62,66,68,68,68,68,68,43,62,66,6,6,6,
5,9,6,8,62,66,68,68,68,68,68,48,62,66,6,8,7,
5,6,7,9,62,66,68,68,102,102,78,64,65,66,9,6,6,
5,8,6,13,62,66,68,68,68,68,68,68,62,66,6,7,6,
5,14,13,16,62,66,68,68,68,68,68,68,62,66,8,6,13,
5,16,16,16,62,63,64,83,102,102,68,68,62,66,14,13,16,
5,16,16,16,62,66,68,68,68,68,68,68,62,66,16,16,16,
5,16,16,16,62,66,68,68,68,68,68,68,62,66,16,16,16,
5,20,16,16,62,66,68,68,102,102,78,64,65,66,16,16,16,
5,0,20,19,62,66,68,68,68,68,68,68,62,66,20,16,16,
5,0,0,71,62,66,68,68,68,68,68,68,62,66,0,20,19,
5,0,0,75,62,63,64,83,102,102,68,68,62,66,0,0,0,
5,64,87,79,62,66,68,68,68,68,68,68,62,66,0,71,0,
5,41,75,39,62,66,68,68,68,68,68,68,62,66,0,75,0,
5,42,75,46,62,66,68,68,102,102,78,64,65,63,64,81,39,
5,42,79,64,65,66,68,68,68,68,68,68,62,66,41,39,42,
5,42,42,51,62,66,68,68,68,68,68,68,62,66,47,46,47,
5,47,42,42,62,63,64,83,102,102,68,68,62,66,48,48,48,
5,48,47,42,62,66,68,68,68,68,68,68,62,66,48,50,51,
5,48,50,42,62,66,68,68,68,68,68,68,62,66,50,42,42,
5,50,42,42,62,66,68,68,102,102,78,64,65,66,42,42,42,
5,42,46,47,62,66,68,68,68,68,68,68,62,66,46,47,42,
5,46,48,48,62,66,68,68,68,68,68,68,62,66,48,50,42,
5,51,50,51,62,63,64,83,102,102,68,68,62,66,50,42,42,
5,42,42,42,62,66,68,68,68,68,68,68,62,66,42,42,42,
5,54,54,54,62,66,68,68,102,102,68,68,62,63,87,54,54,
5,33,33,97,65,66,68,68,68,68,68,68,62,66,75,33,33,
5,34,97,81,62,66,68,102,102,102,102,68,62,66,75,87,34,
5,34,75,98,62,66,68,68,68,68,68,68,62,98,87,75,34,
5,93,75,97,93,63,64,64,64,64,64,64,65,66,75,79,87,
5,64,93,75,62,66,68,68,68,68,68,68,62,66,75,98,93,
5,93,97,81,62,66,68,68,68,68,68,68,62,66,79,87,98,


stage4: .word 80, 15, 0 
.byte 1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
6,8,9,6,6,8,6,6,6,9,6,6,7,6,6,6,6,13,16,16,16,16,16,16,16,16,16,16,19,0,0,0,0,39,40,41,0,0,0,0,69,0,0,0,0,0,0,39,41,39,41,0,39,41,0,0,62,67,66,20,19,20,19,20,16,16,16,14,13,15,14,13,14,22,23,6,7,6,9,13,
6,6,8,8,9,6,6,7,6,6,9,6,8,8,6,13,15,16,16,16,16,16,16,16,16,19,20,19,0,0,0,0,39,42,42,42,40,40,41,0,62,70,0,0,0,39,40,42,42,42,42,40,42,42,41,0,62,67,66,39,41,39,41,0,20,19,20,16,16,16,16,16,16,0,0,23,22,23,13,16,
6,9,6,6,6,6,8,6,6,8,6,7,6,6,13,16,16,16,16,16,16,16,16,16,19,0,0,0,0,0,39,40,42,42,46,47,42,42,42,40,62,66,41,39,40,42,42,46,47,42,42,42,42,42,42,40,62,67,66,42,42,42,42,41,39,71,0,20,16,16,16,16,16,69,72,73,0,0,16,16,
6,6,22,23,6,7,6,9,6,8,13,14,13,15,16,16,16,16,16,16,16,19,20,17,0,0,0,0,0,39,42,42,42,46,48,50,42,42,46,47,62,66,47,42,42,42,46,48,50,42,42,42,42,42,42,74,62,74,66,74,42,46,47,42,42,75,41,0,20,19,20,16,74,62,62,67,76,77,20,19,
8,13,0,0,23,22,23,13,14,13,16,16,16,16,16,16,16,16,16,16,19,0,0,0,0,0,0,39,40,42,42,42,42,51,50,42,42,42,51,48,62,66,50,42,42,42,51,50,42,42,42,42,42,42,42,79,65,80,63,81,46,48,50,42,42,75,42,41,39,40,41,20,79,65,62,67,66,66,39,40,
13,16,69,72,73,0,0,16,16,16,16,16,16,16,16,16,16,17,18,17,0,39,40,41,39,41,39,42,46,47,46,47,42,42,42,42,42,42,46,48,62,66,54,42,54,54,54,42,54,42,54,42,42,42,46,48,62,67,66,42,51,48,47,42,42,75,42,42,42,42,42,41,39,62,62,67,66,66,42,42,
74,16,62,62,67,76,77,16,16,16,16,16,16,16,19,20,19,0,0,0,74,42,42,42,42,42,42,46,48,48,48,50,54,42,54,42,54,54,51,50,62,103,103,103,104,103,104,104,104,105,104,105,105,105,51,50,62,67,66,42,46,48,50,54,42,75,54,46,47,42,42,42,42,62,62,82,66,66,74,42,
75,16,62,74,67,66,66,16,16,16,74,16,16,19,0,0,0,0,0,0,75,54,54,54,54,54,54,51,103,103,103,104,103,104,104,104,105,104,105,105,105,66,42,42,79,64,62,67,66,75,81,48,50,42,42,54,84,85,86,54,51,50,103,104,103,104,105,104,105,42,54,74,54,84,84,0,86,86,75,74,
103,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,105,51,50,42,79,75,62,75,66,75,81,42,42,62,66,46,47,46,79,62,67,63,81,46,48,47,42,103,104,103,104,105,104,105,42,42,42,74,74,74,48,47,42,103,104,103,104,104,104,104,104,105,104,
79,64,65,79,65,66,63,64,64,64,81,19,0,0,0,0,0,0,39,79,75,67,67,63,64,81,42,42,46,47,42,42,79,65,80,66,81,42,42,42,62,66,48,48,48,50,62,67,66,48,48,48,50,42,42,79,62,67,66,75,42,42,42,46,79,80,81,48,50,42,42,79,64,62,80,67,63,81,75,81,
