number0: .word 8, 8, 0
.byte 199,199,10,10,10,199,199,199,
199,10,38,199,10,10,199,199,
10,10,199,199,38,10,10,199,
10,10,199,199,199,10,10,199,
10,10,199,199,199,10,10,199,
10,10,38,199,199,10,10,199,
199,10,10,199,38,10,199,199,
199,199,10,10,10,199,199,199,


number1: .word 8, 8, 0
.byte 199,199,199,10,10,199,199,199,
199,199,10,10,10,199,199,199,
199,199,199,10,10,199,199,199,
199,199,199,10,10,199,199,199,
199,199,199,10,10,199,199,199,
199,199,199,10,10,199,199,199,
199,199,199,10,10,199,199,199,
199,199,10,10,10,10,199,199,


number2: .word 8, 8, 0
.byte 199,10,10,10,10,10,199,199,
10,10,199,199,199,10,10,199,
10,10,199,199,199,10,10,199,
199,199,199,199,10,10,10,199,
199,199,10,10,10,10,199,199,
199,10,10,199,199,199,199,199,
10,10,199,199,199,199,10,199,
10,10,10,10,10,10,10,199,


number3: .word 8, 8, 0
.byte 199,10,10,10,10,10,199,199,
10,10,199,199,199,10,10,199,
10,10,199,199,199,10,10,199,
199,199,199,10,10,10,199,199,
199,199,199,199,10,10,10,199,
10,10,199,199,199,10,10,199,
10,10,199,199,199,10,10,199,
199,10,10,10,10,10,199,199,


number4: .word 8, 8, 0
.byte 199,199,199,199,10,10,199,199,
199,199,199,10,10,10,199,199,
199,199,10,199,10,10,199,199,
199,10,199,199,10,10,199,199,
10,199,199,199,10,10,199,199,
10,10,10,10,10,10,10,199,
199,199,199,199,10,10,199,199,
199,199,199,10,10,10,10,199,


number5: .word 8, 8, 0
.byte 199,10,10,10,10,10,10,199,
199,10,10,199,199,199,199,199,
199,10,10,199,199,199,199,199,
199,10,10,10,10,10,199,199,
199,199,199,199,199,10,10,199,
199,10,199,199,199,10,10,199,
10,10,199,199,199,10,10,199,
199,10,10,10,10,10,199,199,


number6: .word 8, 8, 0
.byte 199,199,10,10,10,10,199,199,
199,10,10,199,199,199,199,199,
10,10,199,199,199,199,199,199,
10,10,10,10,10,10,199,199,
10,10,199,199,199,10,10,199,
10,10,199,199,199,10,10,199,
10,10,199,199,199,10,10,199,
199,10,10,10,10,10,199,199,


number7: .word 8, 8, 0
.byte 199,10,10,10,10,10,10,199,
10,10,199,199,199,10,10,199,
10,199,199,199,199,10,199,199,
199,199,199,199,10,10,199,199,
199,199,199,10,10,199,199,199,
199,199,199,10,10,199,199,199,
199,199,10,10,199,199,199,199,
199,199,10,10,199,199,199,199,


number8: .word 8, 8, 0
.byte 199,10,10,10,10,10,199,199,
10,10,199,199,199,10,10,199,
10,10,199,199,199,10,10,199,
199,10,10,10,10,10,199,199,
10,10,199,199,199,10,10,199,
10,10,199,199,199,10,10,199,
10,10,199,199,199,10,10,199,
199,10,10,10,10,10,199,199,


number9: .word 8, 8, 0
.byte 199,10,10,10,10,10,199,199,
10,10,199,199,199,10,10,199,
10,10,199,199,199,10,10,199,
10,10,199,199,199,10,10,199,
199,10,10,10,10,10,10,199,
199,199,199,199,199,10,10,199,
199,199,199,199,10,10,199,199,
199,10,10,10,10,199,199,199,

