hubReducedGrid: .word 32, 23, 0
.byte 0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,
1,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,0,
0,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,1,
1,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,0,
0,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,2,3,4,18,1,
1,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,0,
0,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,1,
1,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,5,0,
0,19,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,6,1,
1,7,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,2,3,3,3,4,6,0,
0,8,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,6,1,
1,8,18,18,18,18,18,18,18,18,18,18,18,18,9,10,11,18,18,18,18,18,18,18,18,18,18,18,18,5,12,0,
0,8,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,6,13,1,
1,8,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,19,19,18,18,19,19,18,18,18,18,18,5,12,13,0,
0,8,19,18,18,18,18,18,18,18,18,18,18,18,18,18,18,5,14,14,14,14,7,18,18,18,18,18,6,13,17,1,
1,15,7,18,18,18,18,18,18,9,10,11,18,18,18,19,19,6,13,13,13,13,8,18,18,18,18,18,6,13,13,0,
0,13,16,18,18,18,18,18,18,18,18,18,18,18,2,3,3,6,13,17,13,13,16,19,18,19,19,19,6,13,13,1,
1,17,8,19,19,19,19,19,19,19,19,18,18,18,18,18,18,6,13,13,13,13,8,14,14,14,14,14,12,13,17,0,
0,13,15,14,14,14,14,14,14,14,7,19,19,18,18,18,18,6,13,13,13,17,16,13,17,13,13,13,13,13,13,1,
1,13,13,13,13,13,13,17,13,13,15,14,7,19,18,18,19,6,17,13,13,13,8,13,13,13,13,13,13,13,13,0,
0,13,13,13,13,17,13,13,13,13,13,13,8,14,14,14,14,6,13,13,13,17,16,13,13,13,13,13,13,17,13,1,
1,13,17,13,13,13,13,13,17,13,13,13,8,17,13,17,13,6,13,17,13,13,8,13,17,0,1,0,1,0,1,0,
0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,


