playerIceCol: .word 16, 16
.byte 0,0,248,248,248,248,0,0,0,0,248,248,248,248,0,0,
0,0,248,248,248,248,0,0,0,0,248,248,248,248,0,0,
248,248,248,248,248,248,0,0,0,0,248,248,248,248,248,248,
248,248,248,248,248,248,0,0,0,0,248,248,248,248,248,248,
248,248,248,248,0,0,248,248,248,248,0,0,248,248,248,248,
248,248,248,248,0,0,248,248,248,248,0,0,248,248,248,248,
0,0,0,0,248,248,248,248,248,248,248,248,0,0,0,0,
0,0,0,0,248,248,248,248,248,248,248,248,0,0,0,0,
0,0,0,0,248,248,248,248,248,248,248,248,0,0,0,0,
0,0,0,0,248,248,248,248,248,248,248,248,0,0,0,0,
248,248,248,248,0,0,248,248,248,248,0,0,248,248,248,248,
248,248,248,248,0,0,248,248,248,248,0,0,248,248,248,248,
248,248,248,248,248,248,0,0,0,0,248,248,248,248,248,248,
248,248,248,248,248,248,0,0,0,0,248,248,248,248,248,248,
0,0,248,248,248,248,0,0,0,0,248,248,248,248,0,0,
0,0,248,248,248,248,0,0,0,0,248,248,248,248,0,0,


