mediumStarTitle: .word 22, 23
.byte 255,255,255,255,255,255,255,255,255,255,0,0,255,255,255,255,255,255,255,255,255,255,
0,0,255,255,255,255,255,255,255,255,255,0,119,119,0,255,255,255,255,255,255,255,255,255,
255,255,255,255,255,255,255,255,255,255,255,0,119,119,0,255,255,255,255,255,255,255,255,255,
255,255,255,255,255,255,255,255,255,255,0,119,119,119,119,0,255,255,255,255,255,255,255,255,
255,255,255,255,255,255,255,255,255,255,0,119,119,119,119,0,255,255,255,255,255,255,255,255,
255,255,255,255,255,255,255,255,255,0,119,119,119,119,119,119,0,255,255,255,255,255,255,255,
255,255,255,255,255,255,255,255,255,0,119,119,119,119,119,119,0,255,255,255,255,255,255,255,
255,255,255,0,0,0,0,0,0,119,119,119,119,119,119,119,119,0,0,0,0,0,0,255,
255,255,0,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,0,
255,0,0,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,0,
0,119,255,0,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,0,255,
0,119,255,255,0,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,0,255,255,
255,0,255,255,255,0,119,119,119,119,119,119,119,119,119,119,119,119,119,119,0,255,255,255,
255,255,255,255,255,255,0,119,119,119,119,119,119,119,119,119,119,119,119,0,255,255,255,255,
255,255,255,255,255,255,0,119,119,119,119,119,119,119,119,119,119,119,119,0,255,255,255,255,
255,255,255,255,255,0,119,119,119,119,119,119,119,119,119,119,119,119,119,119,0,255,255,255,
255,255,255,255,255,0,119,119,119,119,119,119,119,119,119,119,119,119,119,119,0,255,255,255,
255,255,255,255,0,119,119,119,119,119,119,119,0,0,119,119,119,119,119,119,119,0,255,255,
255,255,255,255,0,119,119,119,119,119,119,0,255,255,0,119,119,119,119,119,119,0,255,255,
255,255,255,0,119,119,119,119,119,0,0,255,255,255,255,0,0,119,119,119,119,119,0,255,
255,255,255,0,119,119,119,119,0,255,255,255,255,255,255,255,255,0,119,119,119,119,0,255,
255,0,255,0,119,119,0,0,255,255,255,255,255,255,255,255,255,255,0,0,119,119,0,255,
255,0,255,255,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,0,0,255,255,
255,0,

