stageTile68: .word 16, 16
.byte 0,3,3,0,0,3,0,0,0,3,3,0,0,3,0,0,
0,0,3,0,0,3,3,0,0,0,3,0,0,3,3,0,
0,3,3,0,0,3,0,0,0,3,3,0,0,3,0,0,
0,0,3,0,0,3,3,0,0,0,3,0,0,3,3,0,
0,3,3,0,0,3,0,0,0,3,3,0,0,3,0,0,
0,0,3,0,0,3,3,0,0,0,3,0,0,3,3,0,
0,3,3,0,0,3,0,0,0,3,3,0,0,3,0,0,
0,0,3,0,0,3,3,0,0,0,3,0,0,3,3,0,
0,3,3,0,0,3,0,0,0,3,3,0,0,3,0,0,
0,0,3,0,0,3,3,0,0,0,3,0,0,3,3,0,
0,3,3,0,0,3,0,0,0,3,3,0,0,3,0,0,
0,0,3,0,0,3,3,0,0,0,3,0,0,3,3,0,
0,3,3,0,0,3,0,0,0,3,3,0,0,3,0,0,
0,0,3,0,0,3,3,0,0,0,3,0,0,3,3,0,
0,3,3,0,0,3,0,0,0,3,3,0,0,3,0,0,
0,0,3,0,0,3,3,0,0,0,3,0,0,3,3,0,


