stage1C: .word 17, 23
.byte 
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,
2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,
2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,
2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,
2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,
2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,
2,2,22,15,15,3,16,11,11,11,18,15,22,25,22,2,2,
23,23,2,5,5,2,23,5,5,5,2,5,2,5,2,23,23,
9,5,23,5,5,23,5,5,5,5,2,5,23,5,23,5,10,
9,5,5,5,5,5,5,5,5,17,23,5,5,5,5,5,10,
9,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10,
9,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10,
9,5,5,5,5,5,17,17,5,5,5,5,5,5,17,5,10,
9,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10,
9,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10,
9,5,17,5,5,5,5,5,5,17,17,5,5,5,5,5,10,
9,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10,
9,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10,
3,14,5,5,5,5,5,13,3,14,5,5,5,5,5,13,3,
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,

