whispyStageCol: .word 17, 24
.byte 
0,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,
0,9,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10,
0,9,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10,
0,9,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10,
0,15,15,15,15,15,15,15,17,5,5,17,15,15,15,15,15,

0,9,5,0,9,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10,
0,9,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10,
0,9,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10,
0,9,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10,
0,15,15,15,17,5,5,17,15,15,15,15,15,15,15,15,15,

0,9,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,
0,9,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,
0,9,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,
0,9,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,
0,9,5,5,5,5,5,5,5,5,5,5,4,4,4,2,2,

0,9,5,5,5,5,5,5,5,5,5,5,4,4,4,2,2,
0,9,5,5,5,5,5,5,5,5,5,5,4,4,4,2,2,
0,9,5,5,5,5,5,5,5,5,5,5,4,4,4,2,2,
0,9,5,5,5,5,5,5,5,5,5,5,4,4,4,2,2,
0,9,5,5,5,5,5,5,5,5,5,5,4,4,4,2,2,

0,9,5,5,5,5,5,5,5,5,5,5,4,4,4,2,2,
0,9,5,5,5,5,5,5,5,5,5,5,4,4,4,2,2,
0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,
0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,


