playerBigCol: .word 24, 24
.half -4, -8
.byte 
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,199,199,199,199,
199,199,199,199,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,199,199,199,199,
199,199,199,199,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,199,199,199,199,
199,199,199,199,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,199,199,199,199,
199,199,199,199,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,199,199,199,199,
199,199,199,199,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,199,199,199,199,
199,199,199,199,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,199,199,199,199,
199,199,199,199,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,199,199,199,199,
199,199,199,199,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,199,199,199,199,
199,199,199,199,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,199,199,199,199,
199,199,199,199,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,199,199,199,199,
199,199,199,199,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,199,199,199,199,
199,199,199,199,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,199,199,199,199,
199,199,199,199,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,199,199,199,199,
199,199,199,199,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,199,199,199,199,
199,199,199,199,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,199,199,199,199,


