mapa40x30cccc: .word 40, 30
.byte 244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,
244,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,244,
244,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,244,
244,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,244,
244,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,244,
244,184,184,184,184,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,184,184,184,184,244,
244,184,184,184,184,244,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,244,184,184,184,184,244,
244,184,184,184,184,244,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,244,184,184,184,184,244,
244,184,184,184,184,244,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,244,184,184,184,184,244,
244,184,184,184,184,244,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,244,184,184,184,184,244,
244,184,184,184,184,244,184,184,184,184,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,184,184,184,184,244,184,184,184,184,244,
244,184,184,184,184,244,184,184,184,184,244,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,244,184,184,184,184,244,184,184,184,184,244,
244,184,184,184,184,244,184,184,184,184,244,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,244,184,184,184,184,244,184,184,184,184,244,
244,184,184,184,184,244,184,184,184,184,244,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,244,184,184,184,184,244,184,184,184,184,244,
244,184,184,184,184,244,184,184,184,184,244,184,184,184,184,184,244,184,244,184,244,184,244,184,244,184,184,184,184,244,184,184,184,184,244,184,184,184,184,244,
244,184,184,184,184,244,184,184,184,184,244,184,184,184,184,244,184,244,184,244,184,244,184,244,184,184,184,184,184,244,184,184,184,184,244,184,184,184,184,244,
244,184,184,184,184,244,184,184,184,184,244,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,244,184,184,184,184,244,184,184,184,184,244,
244,184,184,184,184,244,184,184,184,184,244,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,244,184,184,184,184,244,184,184,184,184,244,
244,184,184,184,184,244,184,184,184,184,244,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,244,184,184,184,184,244,184,184,184,184,244,
244,184,184,184,184,244,184,184,184,184,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,184,184,184,184,244,184,184,184,184,244,
244,184,184,184,184,244,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,244,184,184,184,184,244,
244,184,184,184,184,244,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,244,184,184,184,184,244,
244,184,184,184,184,244,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,244,184,184,184,184,244,
244,184,184,184,184,244,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,244,184,184,184,184,244,
244,184,184,184,184,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,184,184,184,184,244,
244,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,244,
244,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,244,
244,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,244,
244,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,244,
244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,


