HubFinalGrid: .word 32, 23, 0
.byte 119,120,119,120,119,120,119,120,119,120,119,120,119,120,119,120,119,120,119,120,119,120,119,120,119,120,119,120,119,120,119,120,
120,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,119,
119,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,120,
120,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,119,
119,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,121,122,123,137,120,
120,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,119,
119,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,120,
120,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,124,119,
119,138,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,125,120,
120,126,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,121,122,122,122,123,125,119,
119,127,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,125,120,
120,127,137,137,137,137,137,137,137,137,137,137,137,137,128,129,130,137,137,137,137,137,137,137,137,137,137,137,137,124,131,119,
119,127,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,125,132,120,
120,127,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,138,138,137,137,138,138,137,137,137,137,137,124,131,132,119,
119,127,138,137,137,137,137,137,137,137,137,137,137,137,137,137,137,124,133,133,133,133,126,137,137,137,137,137,125,132,136,120,
120,134,126,137,137,137,137,137,137,128,129,130,137,137,137,138,138,125,132,132,132,132,127,137,137,137,137,137,125,132,132,119,
119,132,135,137,137,137,137,137,137,137,137,137,137,137,121,122,122,125,132,136,132,132,135,138,137,138,138,138,125,132,132,120,
120,136,127,138,138,138,138,138,138,138,138,137,137,137,137,137,137,125,132,132,132,132,127,133,133,133,133,133,131,132,136,119,
119,132,134,133,133,133,133,133,133,133,126,138,138,137,137,137,137,125,132,132,132,136,135,132,136,132,132,132,132,132,132,120,
120,132,132,132,132,132,132,136,132,132,134,133,126,138,137,137,138,125,136,132,132,132,127,132,132,132,132,132,132,132,132,119,
119,132,132,132,132,136,132,132,132,132,132,132,127,133,133,133,133,125,132,132,132,136,135,132,132,132,132,132,132,136,132,120,
120,132,136,132,132,132,132,132,136,132,132,132,127,136,132,136,132,125,132,136,132,132,127,132,136,119,120,119,120,119,120,119,
119,120,119,120,119,120,119,120,119,120,119,120,119,120,119,120,119,120,119,120,119,120,119,120,119,120,119,120,119,120,119,120,


