stageT7: .word 16, 16
.byte 40,40,40,40,40,16,16,40,40,40,40,40,40,40,40,40,
40,40,40,40,16,40,114,16,40,40,40,40,40,40,40,40,
40,114,114,40,16,114,114,16,40,40,40,40,40,40,40,40,
114,114,114,114,16,114,114,16,40,40,40,40,40,40,40,40,
114,114,114,114,40,16,16,40,40,40,40,40,40,40,40,40,
114,114,114,114,40,40,40,40,40,40,40,40,40,40,40,40,
40,114,114,40,40,40,40,40,40,40,40,40,40,40,40,40,
40,40,40,40,40,114,40,40,40,40,40,40,40,40,40,40,
40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,
40,40,40,40,40,40,40,40,40,114,114,40,40,40,40,40,
40,40,40,40,40,40,40,40,114,114,114,114,40,40,40,40,
40,40,40,40,40,40,40,40,114,114,114,114,40,40,40,40,
40,40,40,40,40,40,40,40,40,114,114,40,16,16,40,40,
40,40,40,40,40,40,40,40,40,40,40,16,16,16,16,40,
40,40,40,40,40,40,40,40,40,40,40,16,16,16,16,40,
40,40,40,40,40,40,40,40,40,40,40,40,16,16,40,40,


