menuOuch: .word 32, 40
.byte 38,183,10,10,183,183,38,38,38,38,183,183,183,10,183,38,183,183,183,183,183,183,183,38,183,183,38,10,10,183,38,183,
38,183,10,10,10,10,183,183,183,183,38,183,10,10,10,183,38,38,38,38,38,38,38,183,38,10,10,10,10,183,38,183,
38,183,10,10,10,10,10,10,10,10,183,10,10,10,10,10,183,183,183,183,10,10,10,10,10,10,10,10,10,183,38,183,
38,183,10,10,10,10,10,183,183,183,10,183,183,183,183,183,10,10,10,10,183,183,183,183,10,183,183,183,10,10,10,10,
183,10,183,183,183,183,10,183,10,10,183,10,10,10,183,10,10,183,10,10,10,183,10,10,183,10,10,10,183,183,183,183,
10,183,10,10,10,10,183,183,10,10,183,10,10,10,183,10,10,183,10,10,10,183,10,10,183,10,10,10,183,10,10,183,
183,10,10,183,10,10,10,183,10,10,183,10,10,10,183,10,10,183,10,10,10,183,10,10,183,10,10,10,183,10,10,183,
183,10,10,183,10,10,10,183,10,10,183,10,10,10,183,10,10,183,183,183,183,183,10,10,183,10,10,10,183,10,10,183,
183,10,10,183,10,10,10,183,10,10,183,10,10,10,183,10,10,183,183,183,183,183,10,10,10,10,10,10,183,10,10,183,
183,10,10,183,10,10,10,183,10,10,183,10,10,10,183,10,10,183,10,10,10,183,10,10,183,10,10,10,183,10,10,183,
183,10,10,183,10,10,10,183,10,10,183,10,10,10,183,10,10,183,10,10,10,183,10,10,183,10,10,10,183,10,10,183,
183,10,10,183,10,10,10,183,10,10,183,10,10,10,183,10,10,183,10,10,10,183,10,10,183,10,10,10,183,183,183,183,
183,10,10,183,10,10,10,183,10,10,183,10,10,10,183,183,10,10,10,10,183,183,10,10,183,10,10,10,183,10,10,183,
183,10,10,183,10,10,10,183,183,10,10,10,10,183,10,183,183,183,183,183,183,183,10,10,183,10,10,10,183,10,10,183,
183,183,10,10,10,10,183,10,10,183,183,183,183,10,10,10,10,10,10,10,10,183,183,183,10,183,183,183,10,183,183,10,
10,183,183,183,183,183,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,183,
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,183,183,183,183,
183,10,10,10,10,10,10,10,38,183,183,38,10,10,10,10,10,10,10,38,183,183,38,10,10,10,10,183,183,10,10,10,
183,10,10,10,10,10,38,183,183,183,183,183,183,38,10,10,10,38,183,183,183,183,183,183,38,10,10,10,10,183,10,183,
10,183,10,10,10,38,183,183,183,183,183,183,183,183,38,10,38,183,183,183,183,183,183,183,183,38,10,10,10,10,183,10,
10,183,10,10,10,183,183,183,183,183,183,183,183,183,183,38,183,183,183,183,183,183,183,183,183,183,10,10,10,10,10,183,
10,183,10,10,38,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,38,10,10,10,10,10,
183,10,183,10,183,183,183,183,183,183,10,183,183,183,183,183,183,183,183,183,10,183,183,183,183,183,183,10,10,10,10,183,
183,10,183,10,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,10,10,10,183,10,
10,183,10,10,38,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,38,10,10,183,10,183,
10,183,10,10,10,183,183,183,183,183,183,183,183,183,183,38,183,183,183,183,183,183,183,183,183,38,10,10,183,10,183,183,
183,10,10,10,10,38,183,183,183,183,183,183,183,183,38,10,38,183,183,183,183,183,183,183,183,10,10,10,10,183,10,183,
183,10,10,10,10,10,38,183,183,183,183,183,183,38,10,10,10,38,183,183,183,183,183,183,183,38,10,10,10,183,10,183,
10,10,183,183,10,10,10,10,38,183,183,38,10,10,10,10,10,10,10,38,183,183,183,183,183,183,38,10,10,10,183,10,
183,183,183,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,183,183,183,183,183,10,10,10,183,10,
183,10,183,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,38,183,183,183,183,10,10,10,10,183,
10,183,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,38,183,183,10,10,10,10,10,183,
10,183,10,10,10,10,10,10,183,183,10,10,10,10,10,10,10,183,183,10,10,10,10,10,10,10,10,10,10,10,10,10,
183,10,10,10,10,10,183,183,10,10,183,10,10,10,10,10,183,10,10,183,10,10,10,10,10,10,10,10,10,10,10,10,
183,10,10,10,183,183,10,10,183,183,10,183,10,10,10,183,10,183,183,10,183,10,10,10,10,10,183,183,10,10,10,10,
10,10,183,183,10,10,183,183,38,183,10,183,10,10,10,183,10,183,38,183,10,183,10,10,10,183,10,10,183,183,10,10,
183,183,10,10,183,183,38,38,183,38,183,10,183,10,183,10,183,38,183,38,183,10,183,10,183,10,183,183,10,10,183,183,
10,10,183,183,38,38,183,183,183,38,183,10,183,10,183,10,183,38,183,183,38,183,10,183,10,183,38,38,183,183,10,10,
183,183,38,38,183,183,183,183,183,183,38,183,10,183,10,183,38,183,183,183,183,38,183,10,183,38,183,183,38,38,183,183,
38,38,183,183,183,183,183,183,183,183,38,183,10,183,10,183,38,183,183,183,183,183,38,183,38,183,183,183,183,183,38,183,


